company,address,industry,website,phone,contact_person,position,email,url
Công Ty TNHH Đầu Tư Và Thương Mại Việt á,"Số 29 Phan Đình Phùng, Yết Kiêu, Quận Hà Đông,","['Thẻ - Máy móc, Thiết bị và Vật Liệu Làm Thẻ', 'Máy Chấm Công', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Thẻ Từ, Thẻ Thông Minh, Thẻ Nhựa', 'Báo Động, Chống Trộm - Hệ Thống Và Thiết Bị', 'Chuông Cửa Có Hình']",['www.vietaco.com.vn'],"['0963356889', '0912300822', '02435526973']",Mr. Long,,vieta@vietaco.com.vn,https://www.yellowpages.vn/lgs/718488/cong-ty-tnhh-dau-tu-va-thuong-mai-viet-a.html
Công Ty TNHH Công Nghệ & Tự Động Việt An Ninh,"22 Huỳnh Văn Hớn, KP. 3,  P. Tân Mai, TP. Biên Hòa,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Máy Văn Phòng']",['www.vietanninh.vn'],"['0944951105', '0967878337']",Mr. Nguyễn Tuấn Phúc Lộc,Giám Đốc,phuclocachau@gmail.com,https://www.yellowpages.vn/lgs/1187868633/cong-ty-tnhh-cong-nghe---tu-dong-viet-an-ninh.html
Công Ty TNHH Công Nghệ HDTEK,"Số 96, Tổ 5, P. Ngọc Hà, Q. Ba Đình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",[],"['02437325939', '0989185385']",Ông Trần Nguyên Dũng,,dungtn@hdtek.vn,https://www.yellowpages.vn/lgs/1187702562/cong-ty-tnhh-cong-nghe-hdtek.html
Công Ty TNHH MTV Giải Pháp Công Nghệ TPT,"Số 204 Hai Bà Trưng, P. Lê Hồng Phong,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Linh Kiện Điện Tử', 'Viễn Thông - Thiết Bị và Hệ Thống Viễn Thông']",['www.tpttelecom.vn'],"['0935473568', '0914938303']",Mr. Võ Ngọc Thái,,thaivntpt@gmail.com,https://www.yellowpages.vn/lgs/1187837730/cong-ty-tnhh-mtv-giai-phap-cong-nghe-tpt.html
Công Ty TNHH Thương Mại Dịch Vụ An Toàn Như ý,"50/27 Đường Gò Dầu, P. Tân Quý, Q. Tân Phú,","['Thiết Bị Chữa Cháy (Tủ, Cuộn, Vòi, Van, Lăng, Trụ, Họng Chữa Cháy)', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Thiết Bị Báo Cháy (Đầu Báo Cháy, Còi, Đèn, Chuông, Nút Nhấn,. Trung Tâm Báo Cháy)', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy', 'Thiết Bị Chống Sét và Hệ Thống Chống Sét', 'Máy Bơm Chữa Cháy, Cứu Hỏa (Diesel, Xăng,..Pentax, Tohatsu, Ebara,.)']","['www.maybomchuachay24h.com', 'www.thegioiantoan.vn']","['0909324884', '02862693356', '0982424164']",Hotline,,nhuy.pccc@gmail.com,https://www.yellowpages.vn/lgs/1187684532/cong-ty-tnhh-thuong-mai-dich-vu-an-toan-nhu-y.html
Công Ty TNHH Thang Máy Danh Phát,"33 Bàu Tây, Phú Thuận, P. Phú An, TX Bến Cát,","['Thang Máy Tải Hàng, Thang Máy Tải Thực Phẩm', 'Thang Máy Tải Khách, Thang Máy Gia Đình', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Thang Máy Quan Sát, Thang Máy Lồng Kính', 'Thang Máy Bệnh Viện (Tải Giường Bệnh, Chở Băng Ca,.)', 'Thang Máy - Công Ty Thang Máy, Sản Xuất Và Lắp Đặt Thang Máy']",['www.thangmaydanhphat.vn'],"['0909423977', '0941553558', '02743819139']",Ông Ngụy Hữu Danh,,thangmaydanhphat@gmail.com,https://www.yellowpages.vn/lgs/1187736222/cong-ty-tnhh-thang-may-danh-phat.html
Công Ty TNHH Thương Mại Dịch Vụ Bảo Nhã,"710-712 Cách Mạng Tháng Tám, P. 5, Q. Tân Bình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Thiết Bị Âm Thanh, Hệ Thống Âm Thanh']",[],"['02839907642', '0903944468']",Ms. Lê Hương Lan,Trưởng Phòng Kinh Doanh,baonhasecurity@gmail.com,https://www.yellowpages.vn/lgs/1187692929/cong-ty-tnhh-thuong-mai-dich-vu-bao-nha.html
Công Ty TNHH AGC,"5 Ngõ 165,Thái Hà, Q. Đống Đa,","['Tổng Đài Điện Thoại - Cung Cấp Và Lắp Đặt', 'Thiết Bị Âm Thanh, Hệ Thống Âm Thanh', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Truyền Hình Và Truyền Thông - Trang Thiết Bị', 'Viễn Thông - Thiết Bị và Hệ Thống Viễn Thông']",['www.agc.vn'],"['0904854849', '02435147462']",Ms. Ngân,,haiht@agc.com.vn,https://www.yellowpages.vn/lgs/1293693/cong-ty-tnhh-agc.html
Công Ty TNHH Một Thành Viên Thiết Bị Kỹ Thuật Vinaso,"169/43/17 Nguyễn Tư Giản, P. 12, Q. Gò Vấp,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Bãi Đỗ Xe Tự Động, Bãi Đỗ Xe Thông Minh']",['www.thenhanviengiare.com'],['0937078605'],Mr. Bùi Văn Tốn,Giám Đốc,netcardpvc@gmail.com,https://www.yellowpages.vn/lgs/1187913888/cong-ty-tnhh-mot-thanh-vien-thiet-bi-ky-thuat-vinaso.html
Công ty CP Syscom Việt Nam,"Tầng 4, Tòa nhà HUD3, 121-123 Tô Hiệu, Quận Hà Đông,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Năng Lượng Mặt Trời - Thiết Bị Năng Lượng Mặt Trời', 'Báo Động, Chống Trộm - Hệ Thống Và Thiết Bị']",['www.syscom.vn'],['0886306555'],Ông Vương Sỹ Dũng,CEO,chungvs0304@gmail.com,https://www.yellowpages.vn/lgs/1187889246/cong-ty-cp-syscom-viet-nam.html
Công Ty CP PT Công Nghệ ICAM Việt Nam,"21/283 Trần Khát Chân, Q.Hai Bà Trưng,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",['www.icam.vn'],"['02439728521', '0979607973']",Ông Lê Tiến Dũng,P.Kinh Doanh,letandung82@gmail.com,https://www.yellowpages.vn/lgs/1187747970/cong-ty-cp-pt-cong-nghe-icam-viet-nam.html
Công Ty TNHH TM DV Công Nghệ ONETECH,"115/14A Hưng Phú, P. 8, Q. 8, TPHCM","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Thiết Bị Văn Phòng', 'Môi Trường - Thiết Bị Môi Trường']",['www.1tech.vn'],"['0909082289', '0975641001']",Ms. Võ Thị Thu Trang,,sale1.onetech@gmail.com,https://www.yellowpages.vn/lgs/1187724666/cong-ty-tnhh-tm-dv-cong-nghe-onetech.html
Công Ty TNHH Thương Mại Và Dịch Vụ Khởi Việt,"Tầng 2 Tòa Nhà Số 17, 188 Nguyễn Tuân, Q. Thanh Xuân,","['Kệ Chứa Hàng, Kệ Công Nghiệp (Kệ Kho Hàng, Sắt, Thép,..)', 'Thiết Bị Mã Vạch (Máy In, Mực In, Đầu Đọc, Giấy In Mã Vạch)', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Giá Kệ Siêu Thị, Kệ Để Hàng Siêu Thị']",['www.khoiviet.vn'],"['02438693496', '0906012028', '0975872624']",Hotline,,sales@khoiviet.vn,https://www.yellowpages.vn/lgs/1187859342/cong-ty-tnhh-thuong-mai-va-dich-vu-khoi-viet.html
Công Ty TNHH Công Nghệ Tin Học Hoàng Đức,"Số 12, Nguyễn Thái Học, TP. Tam Kỳ,","['Phần Mềm Quản Lý Bán Hàng', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Năng Lượng Mặt Trời - Thiết Bị Năng Lượng Mặt Trời', 'Nhà Thông Minh - Hệ Thống Và Thiết Bị', 'Thiết Bị Văn Phòng']",['www.giaiphapthongminh247.com'],"['0866703368', '0947221661']",Mr. Nguyễn Ngọc Nam,Giám Đốc,giaiphapthongminh247@gmail.com,https://www.yellowpages.vn/lgs/1187855469/cong-ty-tnhh-cong-nghe-tin-hoc-hoang-duc.html
Công Ty Cổ Phần Giải Pháp Kết Nối Số,"P.1009, Nhà B3B, KĐT. Nam Trung Yên, Q. Cầu Giấy,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Đầu Ghi Hình Camera', 'Máy Chấm Công']",['www.giaiphaptongthe.vn'],['02462909977'],Hotline,,ketnoiso68@gmail.com,https://www.yellowpages.vn/lgs/1187766021/cong-ty-co-phan-giai-phap-ket-noi-so.html
Công Ty TNHH Tuyết Nga,"D5C-55, Lô D5, Ngõ 679, Lạc Long Quân, Q. Tây Hồ,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Thiết Bị Nâng Hạ', 'Xe Nâng Hàng', 'Xe Nâng Điện', 'Xe Nâng Dầu (Diesel)', 'Máy Móc Cơ Khí, Thiết Bị Cơ Khí']",['www.tuyetnga.com.vn'],"['02438562080', '0934456198']",Hotline,,geniedl@tuyetnga.com.vn,https://www.yellowpages.vn/lgs/1468920/cong-ty-tnhh-tuyet-nga.html
Công Ty Cổ Phần Thương Mại Và Dịch Vụ Kỹ Thuật Việt Dũng,"Số 47 Thợ Nhuộm, P. Cửa Nam, Q. Hoàn Kiếm,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",['www.vietdungcctv.com'],['02462927193'],,,,https://www.yellowpages.vn/lgs/119336544/cong-ty-co-phan-thuong-mai-va-dich-vu-ky-thuat-viet-dung.html
Công Ty TNHH MTV Thương Mại Dịch Vụ Quang Huy Đạt,"240B/17 KP Nội Hóa 2, P. Bình An, TP. Dĩ An,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Viễn Thông - Thiết Bị và Hệ Thống Viễn Thông']",['www.quanghuydat.com'],"['0969597788', '02743772288']",Ông Khổng Hữu Luận,Giám Đốc,huuluan2020@gmail.com,https://www.yellowpages.vn/lgs/1187710293/cong-ty-tnhh-mtv-thuong-mai-dich-vu-quang-huy-dat.html
Công Ty Cổ Phần Thương Mại Sản Xuất Phước Nhân,"Số Nhà 25, Ngõ 129 Nguyễn Trãi, Tổ 11C, P. Thượng Đình, Q. Thanh Xuân,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Hikvision']",['www.phuocnhan.com'],"['0932028526', '02466526615']",Nguyễn Văn Viết Sĩ,Kỹ Thuật,nguyentruong@phuocnhan.com,https://www.yellowpages.vn/lgs/1187709207/cong-ty-co-phan-thuong-mai-san-xuat-phuoc-nhan.html
Công Ty TNHH Dịch Vụ Thương Mại Tân Nguyên Việt,"115 Phạm Viết Chánh, P. 19, Q. Bình Thạnh,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Thiết Bị Văn Phòng', 'Máy Văn Phòng']",['www.tannguyenviet.com.vn'],['02854033392'],,,,https://www.yellowpages.vn/lgs/1187673411/cong-ty-tnhh-dich-vu-thuong-mai-tan-nguyen-viet.html
Công Ty Cổ Phần T.E.S.E.C.O,"131/21/10 Lê Hồng Phong, P. Phú Lợi, TP. Thủ Dầu Một,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Tổng Đài Điện Thoại - Cung Cấp Và Lắp Đặt', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",['www.teseco.vn'],"['0983306206', '02743616869']",Đoàn Văn Lý,,ly.dv@teseco.vn,https://www.yellowpages.vn/lgs/1187832027/cong-ty-co-phan-t.e.s.e.c.o.html
Satatec - Chi Nhánh Công Ty TNHH Kỹ Thuật & Dịch Vụ Satatec,"404 Lô G, Đường C4A, Khu Công Nghiệp Tân Bình,P. Tây Thạnh, Q. Tân Phú,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Thiết Bị Điện - Dịch Vụ Sửa Chữa Thiết Bị Điện', 'Công nghiệp - Vật Tư và Thiết Bị Công Nghiệp', 'Thiết Bị Điện - Nhập Khẩu và Phân Phối Thiết Bị Điện', 'Thiết Bị Chống Sét và Hệ Thống Chống Sét']",['www.satatec.com.vn'],['02838803916'],,,,https://www.yellowpages.vn/lgs/969579/satatec-chi-nhanh-cong-ty-tnhh-ky-thuat---dich-vu-satatec.html
Công Ty TNHH Dịch Vụ Và Phát Triển Kỹ Thuật Quỳnh Phát,"Số 79/24/9 Âu Cơ, Phường 14, Quận 11,","['Internet - Dịch Vụ Internet', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Thiết Bị Báo Cháy (Đầu Báo Cháy, Còi, Đèn, Chuông, Nút Nhấn,. Trung Tâm Báo Cháy)', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",['www.quynhphat.com'],['0949361137'],Mr. Hải,,haipham.cctv@gmail.com,https://www.yellowpages.vn/lgs/1187829921/cong-ty-tnhh-dich-vu-va-phat-trien-ky-thuat-quynh-phat.html
Trần Anh - Công Ty TNHH Thương Mại Dịch Vụ Điện Tử Viễn Thông Trần Anh,"53 Đường 4, CX Chu Văn An, P. 26, Q. Bình Thạnh,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Truyền Hình Và Truyền Thông - Trang Thiết Bị', 'Báo Động, Chống Trộm - Hệ Thống Và Thiết Bị', 'Cáp Viễn Thông']","['www.trananhco.com', 'www.commscope.vn']","['02839118480', '0903740538']",Ông Trần Anh Dũng,,dungtrananh@trananhco.com,https://www.yellowpages.vn/lgs/1197990/tran-anh-cong-ty-tnhh-thuong-mai-dich-vu-dien-tu-vien-thong-tran-anh.html
T.N.T - Công Ty TNHH T.N.T,"287 Lý Thường Kiệt, P. 15, Q. 11, ","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Hệ Thống PCCC - Thi Công Lắp Đặt Hệ Thống Báo Cháy, Chữa Cháy Tự Động']",['www.tnt-vietnam.com'],['02838687745'],,,,https://www.yellowpages.vn/lgs/1024290/t.n.t-cong-ty-tnhh-t.n.t.html
Công Ty TNHH TM DV Và Tư Vấn Tân Phát,"P1026, Tòa Nhà HH3C, Linh Đàm, Q. Hoàng Mai,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",['www.cameratanphat.vn'],['0981386288'],Mr. Hưng,Hotline,cameratanphatvn@gmail.com,https://www.yellowpages.vn/lgs/1187824260/cong-ty-tnhh-tm-dv-va-tu-van-tan-phat.html
Công Ty TNHH Thương Mại Dịch Vụ Đại Quang Minh,"Số 271 Bình Lợi, P. 13, Q. Bình Thạnh","['Thiết Bị Âm Thanh, Hệ Thống Âm Thanh', 'Truyền Hình Và Truyền Thông - Trang Thiết Bị', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",['www.daiquangminh.com.vn'],['02835396559'],Liên hệ,,info@daiquangminh.vn,https://www.yellowpages.vn/lgs/999276/cong-ty-tnhh-thuong-mai-dich-vu-dai-quang-minh.html
Công Ty TNHH TM DV Công Nghệ Tôn Tuệ,"Số 39 Lương Hữu Khánh, P. Phạm Ngũ Lão, Quận 1,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Máy Chấm Công']",['www.tontue.net'],"['02822537156', '0888086556']",Phạm Lành,Quản Lý,tontue.thuongmai@gmail.com,https://www.yellowpages.vn/lgs/1187847648/cong-ty-tnhh-tm-dv-cong-nghe-ton-tue.html
Công Ty TNHH Phát Triển Hạ Tầng Và Công Nghệ Minh Hoàng,"69/2/12 Đường Nguyễn Gia Trí, P. 25, Q. Bình Thạnh,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Điện Nhẹ - Thiết Kế Và Thi Công Hệ Thống Điện Nhẹ']",[],['02877794888'],Hotline,,baunx.business@gmail.com,https://www.yellowpages.vn/lgs/1187900838/cong-ty-tnhh-phat-trien-ha-tang-va-cong-nghe-minh-hoang.html
Công ty phát triển công nghệ và giải pháp Toàn Cầu,"Số 22, Ngõ 181 Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",['www.cameratoancau.vn'],"['02462596671', '0984171579']",Ông Phạm Quang Thụ,,cameratoancau36@gmail.com,https://www.yellowpages.vn/lgs/1187777835/cong-ty-phat-trien-cong-nghe-va-giai-phap-toan-cau.html
Công Ty TNHH Xuất Nhập Khẩu Tân Công Thịnh,"205/56 Thoại Ngọc Hầu, P. Phú Thạnh, Q. Tân Phú,","['Thiết Bị Chữa Cháy (Tủ, Cuộn, Vòi, Van, Lăng, Trụ, Họng Chữa Cháy)', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Thiết Bị Báo Cháy (Đầu Báo Cháy, Còi, Đèn, Chuông, Nút Nhấn,. Trung Tâm Báo Cháy)', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy', 'Máy Bơm Chữa Cháy, Cứu Hỏa (Diesel, Xăng,..Pentax, Tohatsu, Ebara,.)', 'Hệ Thống PCCC - Thi Công Lắp Đặt Hệ Thống Báo Cháy, Chữa Cháy Tự Động']",['www.pccctancongthinh.vn'],"['02838611008', '0913499983']",Mrs. Huỳnh Thị Xuân Phương,Nhân Viên,tancongthinh2010@yahoo.com,https://www.yellowpages.vn/lgs/982515/cong-ty-tnhh-xuat-nhap-khau-tan-cong-thinh.html
Hương Sạch Tân Nguyên - Công Ty TNHH MTV Tân Nguyên,"Số 73 Trần Thái Tông, P. Thủy Xuân, TP. Huế,","['Hương, Nhang - Sản Xuất Và Bán Buôn', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']","['www.tannguyen.vn', 'www.huongsachtannguyen.com']","['02343938366', '0906526246']",Ms. Vi,,huongsach@tannguyen.vn,https://www.yellowpages.vn/lgs/1187864580/huong-sach-tan-nguyen-cong-ty-tnhh-mtv-tan-nguyen.html
Công Ty Thành Nam Pro,"Số 31, Lương Thế Vinh, P. Văn Quán, Q. Thanh Xuân,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",['www.thanhnampro.com'],['0936546564'],Mr. Nguyễn Văn Nam,,thieuvinh201187@gmail.com,https://www.yellowpages.vn/lgs/1187922180/cong-ty-thanh-nam-pro.html
Lê Phước - Công Ty TNHH Lê Phước,"16 Trần Quang Diệu, Q. Sơn Trà,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Thiết Bị Điện - Nhập Khẩu và Phân Phối Thiết Bị Điện']",['www.lephuoc.net'],['02363944227'],,,,https://www.yellowpages.vn/lgs/1034229/le-phuoc-cong-ty-tnhh-le-phuoc.html
Công Ty TNHH Thương Mại Kỹ Thuật Phương Anh,"105/5 Hoàng Bật Đạt, P. 15, Q. Tân Bình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy', 'Thiết Bị Điện - Nhập Khẩu và Phân Phối Thiết Bị Điện', 'Thiết Bị Chống Sét và Hệ Thống Chống Sét']",['www.chongsetphuonganh.com'],['0904964967'],Bà Nguyễn Thị Thúy,,phuonganh10072013@gmail.com,https://www.yellowpages.vn/lgs/1187763945/cong-ty-tnhh-thuong-mai-ky-thuat-phuong-anh.html
Công Ty TNHH Đầu Tư Phát Triển Viễn Thông Tây Thành Phố,"369/23 Phan Văn Trị, P.11, Q. Bình Thạnh,","['Tổng Đài Điện Thoại - Cung Cấp Và Lắp Đặt', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Trung Tâm Báo Cháy', 'Viễn Thông - Thiết Bị và Hệ Thống Viễn Thông', 'Vi Tính và Tin Học - Các Công Ty Tin Học', 'Bộ Đàm']",['www.http://www.vienthongtaythanhpho.vn/'],"['02835511511', '0918092908']",Ông Nguyễn Văn Toàn,Giám Đốc,toan.nguyen@whcmtelecom.com,https://www.yellowpages.vn/lgs/1187679828/cong-ty-tnhh-dau-tu-phat-trien-vien-thong-tay-thanh-pho.html
Công Ty TNHH Phát Triển Thương Mại Công Nghệ H2K - Chi Nhánh Tp. Hồ Chí Minh,"74/15 Bạch Đằng, P. 2, Q. Tân Bình,","['Đào Tạo - Công Nghệ Thông Tin', 'Máy Vi Tính - Tư Vấn và Giải Pháp Hệ Thống Tích Hợp', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Viễn Thông - Thiết Bị và Hệ Thống Viễn Thông']",['www.wifi.com.vn'],['0982501137'],,,,https://www.yellowpages.vn/lgs/1187684901/cong-ty-tnhh-phat-trien-thuong-mai-cong-nghe-h2k-chi-nhanh-tp.-ho-chi-minh.html
Thịnh Thành Phát - Công Ty TNHH Thương Mại Dịch Vụ Thịnh Thành Phát,"437 Tô Hiến Thành, P. 14, Q. 10,","['Thiết Bị Chữa Cháy (Tủ, Cuộn, Vòi, Van, Lăng, Trụ, Họng Chữa Cháy)', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Thiết Bị Báo Cháy (Đầu Báo Cháy, Còi, Đèn, Chuông, Nút Nhấn,. Trung Tâm Báo Cháy)', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy', 'Hệ Thống PCCC - Thi Công Lắp Đặt Hệ Thống Báo Cháy, Chữa Cháy Tự Động']",[],"['02838647855', '0918764129']",Ms. Trang,Giám đốc,minhphuong3362@yahoo.com,https://www.yellowpages.vn/lgs/989292/thinh-thanh-phat-cong-ty-tnhh-thuong-mai-dich-vu-thinh-thanh-phat.html
Công Ty TNHH Dịch Vụ Thương Mại Kỹ Thuật Lê Đất,"563/4 KP Tân Hòa, P. Đông Hòa, TP. Dĩ An,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Đồ Nội Thất - Kinh Doanh Và Phân Phối', 'Máy Chấm Công', 'Điện Nước - Thầu Thi Công, Sửa Chữa, Bảo Trì Hệ Thống Điện Nước']",['www.ledatsecurity.com'],"['0329513792', '0909397746']",Ông Lê Duy Phương,,ledatcamera@gmail.com,https://www.yellowpages.vn/lgs/1187739924/cong-ty-tnhh-dich-vu-thuong-mai-ky-thuat-le-dat.html
Công Ty Cổ Phần Thương Mại Và Dịch Vụ Bảo Vệ Rồng á Châu,"102 Nhơn Hòa 5, Phường An Hòa, Quận Cẩm Lệ","['Bảo Vệ Yếu Nhân (Ca Sĩ, Ngôi Sao, Người Nổi Tiếng,.)', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Bảo Vệ Sự Kiện (Lễ Hội, Họp Báo, Triển Lãm,.)', 'Bảo Vệ và áp Tải Hàng Hóa, Tiền Bạc, Kim Loại Quý,.', 'Dịch Vụ Bảo Vệ Mục Tiêu Cố Định (Công ty, Trường Học, bệnh viện..)', 'Bảo Vệ - Công Ty Bảo Vệ, Dịch Vụ Bảo Vệ (chuyên nghiệp, uy tín)']",['www.baoverongachau.com'],"['02363662619', '0905418186']",Ông Trần Hoài Tuấn,Giám Đốc Kinh Doanh,baoverongachau@gmail.com,https://www.yellowpages.vn/lgs/1187709603/cong-ty-co-phan-thuong-mai-va-dich-vu-bao-ve-rong-a-chau.html
Công Ty TNHH Công Nghệ Việt Số Hóa,"176 Ngô Gia Tự, Q. Hải An,","['Cho Thuê Máy Photocopy - Dịch Vụ Cho Thuê Máy Photocopy', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Đồ Điện Gia Dụng - Kinh Doanh và Phân Phối', 'Máy Photocopy - Nhà Phân Phối và Cung Cấp Máy Photocopy', 'Máy In Văn Phòng', 'Thiết Bị Văn Phòng']","['www.thegioimayphotocopy.net', 'www.vietsohoa.com']","['0981669996', '0988872245']",Mr. Quang Anh,,luuquanganh68@gmail.com,https://www.yellowpages.vn/lgs/1187782380/cong-ty-tnhh-cong-nghe-viet-so-hoa.html
Công Ty TNHH Thương Mại Dịch Vụ Thanh Thịnh,"Số 41B20, Đường 30/4, P. 9, Tp. Vũng Tàu,","['Tổng Đài Điện Thoại - Cung Cấp Và Lắp Đặt', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Máy Vi Tính, Laptop - Nhà Cung Cấp', 'Đầu Ghi Hình Camera', 'Máy Văn Phòng', 'Bộ Đàm']",['www.cameravungtau.com.vn'],"['0933004656', '02543513860']",Ms. Ngoan,Nhân viên,ngoanthuy278@gmail.com,https://www.yellowpages.vn/lgs/1187751054/cong-ty-tnhh-thuong-mai-dich-vu-thanh-thinh.html
Công Ty TNHH Công Nghệ & Tự Động Việt An Ninh,"22 Huỳnh Văn Hớn, KP. 3,  P. Tân Mai, TP. Biên Hòa,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Máy Văn Phòng']",['www.vietanninh.vn'],"['0944951105', '0967878337']",Mr. Nguyễn Tuấn Phúc Lộc,Giám Đốc,phuclocachau@gmail.com,https://www.yellowpages.vn/lgs/1187868633/cong-ty-tnhh-cong-nghe---tu-dong-viet-an-ninh.html
Hoàng Lâm An - Công Ty TNHH Thương Mại Và Dịch Vụ (Camera) Hoàng Lâm An,"Khu Công Nghiệp Bình Đăng, 35 Đường 6, P. 6, Q. 8,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",['www.hoanglaman.com.vn'],['02862664167'],,,,https://www.yellowpages.vn/lgs/1026951/hoang-lam-an-cong-ty-tnhh-thuong-mai-va-dich-vu--camera--hoang-lam-an.html
